Mean,Variance,InboundsScore
0.100000,0.093103,0.956140
0.100000,0.093103,0.956140
0.100000,0.093103,0.956140
0.100000,0.093103,0.956140
0.100000,0.093103,0.956140
0.100000,0.093103,0.956140
0.133333,0.119540,0.956140
0.133333,0.119540,0.956140
0.133333,0.119540,0.956140
0.133333,0.119540,0.956140
0.133333,0.119540,0.956140
0.166667,0.143678,0.956140
0.166667,0.143678,0.956140
0.166667,0.143678,0.956140
0.166667,0.143678,0.956140
0.166667,0.143678,0.956522
0.166667,0.143678,0.956522
0.166667,0.143678,0.965217
0.166667,0.143678,0.965217
0.166667,0.143678,0.965517
0.166667,0.143678,0.965812
0.166667,0.143678,0.965812
0.166667,0.143678,0.965812
0.166667,0.143678,0.965812
0.166667,0.143678,0.965812
0.166667,0.143678,0.965812
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.166667,0.143678,0.982906
0.200000,0.165517,0.982906
0.200000,0.165517,0.982906
0.200000,0.165517,0.982906
0.200000,0.165517,0.982906
0.200000,0.165517,0.982906
0.233333,0.185057,0.982906
0.233333,0.185057,0.982906
0.866667,0.119540,0.983051
1.000000,0.000000,0.983051
1.000000,0.000000,0.983051
1.000000,0.000000,0.983051
1.000000,0.000000,0.974576
1.000000,0.000000,0.982906
1.000000,0.000000,0.974359
1.000000,0.000000,0.974138
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991304
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.991228
1.000000,0.000000,0.982456
1.000000,0.000000,0.982301
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.991071
1.000000,0.000000,0.982143
1.000000,0.000000,0.982143
1.000000,0.000000,0.981982
1.000000,0.000000,0.981982
1.000000,0.000000,0.981982
1.000000,0.000000,0.981982
1.000000,0.000000,0.972727
1.000000,0.000000,0.963636
1.000000,0.000000,0.963636
1.000000,0.000000,0.963636
1.000000,0.000000,0.963636
1.000000,0.000000,0.963636
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.936364
1.000000,0.000000,0.935780
1.000000,0.000000,0.935780
1.000000,0.000000,0.935780
1.000000,0.000000,0.935780
1.000000,0.000000,0.925234
1.000000,0.000000,0.915888
1.000000,0.000000,0.914286
1.000000,0.000000,0.914286
1.000000,0.000000,0.884211
1.000000,0.000000,0.884211
1.000000,0.000000,0.873684
1.000000,0.000000,0.873684
1.000000,0.000000,0.881720
1.000000,0.000000,0.881720
1.000000,0.000000,0.870968
1.000000,0.000000,0.815217
1.000000,0.000000,0.815217
0.033333,0.033333,0.315789
0.033333,0.033333,0.815789
0.033333,0.033333,0.815789
0.033333,0.033333,0.817073
0.033333,0.033333,0.829268
0.033333,0.033333,0.829268
0.033333,0.033333,0.829268
0.133333,0.119540,0.868132
0.133333,0.119540,0.917526
0.066667,0.064368,0.910891
0.066667,0.064368,0.888889
0.066667,0.064368,0.898148
0.066667,0.064368,0.911504
0.066667,0.064368,0.911504
0.066667,0.064368,0.912281
0.066667,0.064368,0.921739
0.066667,0.064368,0.923729
0.066667,0.064368,0.923729
0.066667,0.064368,0.932773
0.066667,0.064368,0.932773
0.066667,0.064368,0.932773
0.066667,0.064368,0.941176
0.066667,0.064368,0.941176
0.066667,0.064368,0.941176
0.066667,0.064368,0.950413
0.066667,0.064368,0.942623
0.066667,0.064368,0.942623
0.066667,0.064368,0.950820
0.066667,0.064368,0.944000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.952000
0.066667,0.064368,0.960630
0.066667,0.064368,0.960630
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.960938
0.066667,0.064368,0.953488
0.066667,0.064368,0.953488
0.066667,0.064368,0.961240
0.066667,0.064368,0.961240
0.066667,0.064368,0.954198
0.066667,0.064368,0.962121
0.066667,0.064368,0.962121
0.066667,0.064368,0.962121
0.066667,0.064368,0.962121
0.066667,0.064368,0.962121
0.066667,0.064368,0.962121
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.066667,0.064368,0.954887
0.833333,0.143678,0.955224
0.966667,0.033333,0.955224
0.966667,0.033333,0.955224
0.966667,0.033333,0.955224
0.966667,0.033333,0.947761
1.000000,0.000000,0.954887
1.000000,0.000000,0.947368
1.000000,0.000000,0.946970
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961832
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.961538
1.000000,0.000000,0.953846
1.000000,0.000000,0.953488
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.960938
1.000000,0.000000,0.953125
1.000000,0.000000,0.953125
1.000000,0.000000,0.960630
1.000000,0.000000,0.960630
1.000000,0.000000,0.960630
1.000000,0.000000,0.960630
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.952000
1.000000,0.000000,0.944000
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.959350
1.000000,0.000000,0.942623
1.000000,0.000000,0.942623
1.000000,0.000000,0.942623
1.000000,0.000000,0.942623
1.000000,0.000000,0.933333
1.000000,0.000000,0.925000
1.000000,0.000000,0.915254
1.000000,0.000000,0.906780
1.000000,0.000000,0.885714
1.000000,0.000000,0.885714
1.000000,0.000000,0.876190
1.000000,0.000000,0.876190
1.000000,0.000000,0.883495
1.000000,0.000000,0.883495
1.000000,0.000000,0.873786
1.000000,0.000000,0.813725
1.000000,0.000000,0.813725
0.000000,0.000000,0.316456
0.000000,0.000000,0.822785
0.000000,0.000000,0.822785
0.000000,0.000000,0.823529
0.000000,0.000000,0.835294
0.000000,0.000000,0.835294
0.000000,0.000000,0.835294
0.066667,0.064368,0.868687
0.066667,0.064368,0.914286
0.000000,0.000000,0.909091
0.000000,0.000000,0.931624
0.000000,0.000000,0.940171
0.000000,0.000000,0.951219
0.000000,0.000000,0.959350
0.000000,0.000000,0.959677
0.000000,0.000000,0.968000
0.000000,0.000000,0.968750
0.000000,0.000000,0.968750
0.000000,0.000000,0.976744
0.000000,0.000000,0.976744
0.000000,0.000000,0.976744
0.000000,0.000000,0.984496
0.000000,0.000000,0.984496
0.000000,0.000000,0.984496
0.000000,0.000000,0.992366
0.000000,0.000000,0.984848
0.000000,0.000000,0.984848
0.000000,0.000000,0.992424
0.000000,0.000000,0.985185
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,0.992593
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,0.992806
0.000000,0.000000,0.992806
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,0.992908
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.800000,0.165517,1.000000
0.933333,0.064368,1.000000
0.966667,0.033333,1.000000
0.966667,0.033333,1.000000
0.966667,0.033333,0.993056
1.000000,0.000000,1.000000
1.000000,0.000000,0.993007
1.000000,0.000000,0.992958
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,0.992857
1.000000,0.000000,0.992806
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,0.992754
1.000000,0.000000,0.992754
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,0.992593
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.992481
1.000000,0.000000,0.969697
1.000000,0.000000,0.969697
1.000000,0.000000,0.969466
1.000000,0.000000,0.969466
1.000000,0.000000,0.961240
1.000000,0.000000,0.953488
1.000000,0.000000,0.944444
1.000000,0.000000,0.936508
1.000000,0.000000,0.911504
1.000000,0.000000,0.911504
1.000000,0.000000,0.902655
1.000000,0.000000,0.902655
1.000000,0.000000,0.900901
1.000000,0.000000,0.873874
1.000000,0.000000,0.887850
1.000000,0.000000,0.830189
1.000000,0.000000,0.830189
0.000000,0.000000,0.443038
0.000000,0.000000,0.949367
0.000000,0.000000,0.949367
0.000000,0.000000,0.941176
0.000000,0.000000,0.952941
0.000000,0.000000,0.952941
0.000000,0.000000,0.952941
0.066667,0.064368,0.929293
0.066667,0.064368,0.952381
0.000000,0.000000,0.945455
0.000000,0.000000,0.965812
0.000000,0.000000,0.974359
0.000000,0.000000,0.983740
0.000000,0.000000,0.991870
0.000000,0.000000,0.983871
0.000000,0.000000,0.992000
0.000000,0.000000,0.984375
0.000000,0.000000,0.984375
0.000000,0.000000,0.992248
0.000000,0.000000,0.992248
0.000000,0.000000,0.992248
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,0.992424
0.000000,0.000000,0.992424
0.000000,0.000000,1.000000
0.000000,0.000000,0.992593
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,0.992806
0.000000,0.000000,0.992806
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,0.992908
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.800000,0.165517,1.000000
0.933333,0.064368,1.000000
0.966667,0.033333,1.000000
0.966667,0.033333,1.000000
0.966667,0.033333,0.993056
1.000000,0.000000,1.000000
1.000000,0.000000,0.993007
1.000000,0.000000,0.992958
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,1.000000
1.000000,0.000000,0.992857
1.000000,0.000000,0.992806
